GKZ;Gebietsname;Wahlberechtigte;Wahlbeteiligung in %;Stimmen;Ungültig;Gültig;ÖVP;%;SPÖ;%;FPÖ;%;GRÜNE;%;BZÖ;%;NEOS;%;REKOS;%;ANDERS;%;EUSTOP;%;;;;abgegeben;ungültig;gültig
G40409;Geretsberg;854;38,17%;326;14;312;150;48,08%;45;14,42%;56;17,95%;27;8,65%;3;0,96%;20;6,41%;1;0,32%;4;1,28%;6;1,92%;;;;;;
G40410;Gilgenberg am Weilhart;1026;32,65%;335;6;329;143;43,47%;28;8,51%;85;25,84%;40;12,16%;2;0,61%;17;5,17%;2;0,61%;5;1,52%;7;2,13%;;;;;;
G40411;Haigermoos;463;46,65%;216;12;204;87;42,65%;25;12,25%;49;24,02%;19;9,31%;1;0,49%;10;4,90%;0;0,00%;0;0,00%;13;6,37%;;;;;;
G40412;Handenberg;1055;39,15%;413;13;400;169;42,25%;59;14,75%;88;22,00%;27;6,75%;2;0,50%;26;6,50%;19;4,75%;5;1,25%;5;1,25%;;;;;;
G40413;Helpfau-Uttendorf;2394;36,34%;870;35;835;247;29,58%;168;20,12%;236;28,26%;79;9,46%;1;0,12%;47;5,63%;11;1,32%;16;1,92%;30;3,59%;;;;;;
G40414;Hochburg-Ach;2251;36,56%;823;20;803;309;38,48%;141;17,56%;153;19,05%;98;12,20%;4;0,50%;59;7,35%;14;1,74%;15;1,87%;10;1,25%;;;;;;
G40415;Höhnhart;1145;35,28%;404;15;389;152;39,07%;63;16,20%;112;28,79%;27;6,94%;2;0,51%;17;4,37%;12;3,08%;1;0,26%;3;0,77%;;;;;;
G40416;Jeging;504;45,63%;230;8;222;75;33,78%;33;14,86%;64;28,83%;12;5,41%;3;1,35%;17;7,66%;5;2,25%;2;0,90%;11;4,95%;;;;;;
G40417;Kirchberg bei Mattighofen;932;36,80%;343;14;329;123;37,39%;39;11,85%;82;24,92%;34;10,33%;2;0,61%;32;9,73%;5;1,52%;5;1,52%;7;2,13%;;;;;;
G40418;Lengau;3500;34,23%;1198;56;1142;298;26,09%;346;30,30%;236;20,67%;122;10,68%;9;0,79%;69;6,04%;10;0,88%;15;1,31%;37;3,24%;;;;;;
G40419;Lochen am See;2055;37,03%;761;29;732;318;43,44%;89;12,16%;148;20,22%;65;8,88%;2;0,27%;57;7,79%;17;2,32%;8;1,09%;28;3,83%;;;;;;
G40420;Maria Schmolln;1147;34,70%;398;22;376;166;44,15%;48;12,77%;82;21,81%;41;10,90%;1;0,27%;21;5,59%;5;1,33%;4;1,06%;8;2,13%;;;;;;
G40421;Mattighofen;3705;31,88%;1181;43;1138;214;18,80%;323;28,38%;307;26,98%;104;9,14%;5;0,44%;92;8,08%;18;1,58%;21;1,85%;54;4,75%;;;;;;
G40422;Mauerkirchen;1655;33,23%;550;25;525;141;26,86%;129;24,57%;155;29,52%;36;6,86%;5;0,95%;39;7,43%;8;1,52%;4;0,76%;8;1,52%;;;;;;
G40423;Mining;948;43,04%;408;11;397;158;39,80%;66;16,62%;83;20,91%;50;12,59%;1;0,25%;20;5,04%;3;0,76%;7;1,76%;9;2,27%;;;;;;
G40424;Moosbach;762;43,70%;333;20;313;102;32,59%;39;12,46%;113;36,10%;19;6,07%;1;0,32%;27;8,63%;3;0,96%;3;0,96%;6;1,92%;;;;;;
G40425;Moosdorf;1235;34,74%;429;17;412;136;33,01%;120;29,13%;71;17,23%;49;11,89%;0;0,00%;20;4,85%;1;0,24%;4;0,97%;11;2,67%;;;;;;
G40426;Munderfing;2237;42,38%;948;48;900;321;35,67%;189;21,00%;185;20,56%;89;9,89%;3;0,33%;58;6,44%;13;1,44%;14;1,56%;28;3,11%;;;;;;
G40427;Neukirchen an der Enknach;1728;39,64%;685;30;655;235;35,88%;125;19,08%;147;22,44%;69;10,53%;4;0,61%;24;3,66%;13;1,98%;13;1,98%;25;3,82%;;;;;;
G40428;Ostermiething;2438;31,83%;776;30;746;243;32,57%;138;18,50%;167;22,39%;97;13,00%;6;0,80%;62;8,31%;4;0,54%;9;1,21%;20;2,68%;;;;;;
G40429;Palting;768;35,16%;270;12;258;95;36,82%;42;16,28%;50;19,38%;27;10,47%;2;0,78%;28;10,85%;0;0,00%;4;1,55%;10;3,88%;;;;;;
G40430;Perwang am Grabensee;729;38,41%;280;10;270;108;40,00%;39;14,44%;49;18,15%;32;11,85%;0;0,00%;30;11,11%;3;1,11%;3;1,11%;6;2,22%;;;;;;
G40431;Pfaffstätt;751;39,28%;295;17;278;102;36,69%;63;22,66%;57;20,50%;22;7,91%;4;1,44%;18;6,47%;5;1,80%;2;0,72%;5;1,80%;;;;;;
G40432;Pischelsdorf am Engelbach;1318;40,36%;532;24;508;229;45,08%;64;12,60%;135;26,57%;27;5,31%;5;0,98%;30;5,91%;6;1,18%;4;0,79%;8;1,57%;;;;;;
G40433;Polling im Innkreis;778;41,65%;324;9;315;142;45,08%;45;14,29%;99;31,43%;11;3,49%;0;0,00%;9;2,86%;1;0,32%;1;0,32%;7;2,22%;;;;;;
G40434;Roßbach;784;48,34%;379;23;356;137;38,48%;76;21,35%;94;26,40%;17;4,78%;2;0,56%;20;5,62%;2;0,56%;0;0,00%;8;2,25%;;;;;;
G40435;Sankt Georgen am Fillmannsbach;324;37,65%;122;8;114;31;27,19%;8;7,02%;54;47,37%;8;7,02%;1;0,88%;6;5,26%;4;3,51%;1;0,88%;1;0,88%;;;;;;
G40436;Sankt Johann am Walde;1669;31,64%;528;39;489;183;37,42%;115;23,52%;106;21,68%;48;9,82%;0;0,00%;22;4,50%;5;1,02%;4;0,82%;6;1,23%;;;;;;
G40437;Sankt Pantaleon;2342;37,19%;871;23;848;248;29,25%;200;23,58%;210;24,76%;85;10,02%;3;0,35%;46;5,42%;9;1,06%;21;2,48%;26;3,07%;;;;;;
G40438;Sankt Peter am Hart;1856;33,73%;626;21;605;195;32,23%;123;20,33%;133;21,98%;96;15,87%;1;0,17%;31;5,12%;5;0,83%;10;1,65%;11;1,82%;;;;;;
G40439;Sankt Radegund;484;47,73%;231;12;219;131;59,82%;15;6,85%;18;8,22%;37;16,89%;0;0,00%;9;4,11%;1;0,46%;1;0,46%;7;3,20%;;;;;;
G40440;Sankt Veit im Innkreis;334;50,30%;168;6;162;59;36,42%;42;25,93%;39;24,07%;12;7,41%;0;0,00%;5;3,09%;0;0,00%;1;0,62%;4;2,47%;;;;;;
G40441;Schalchen;2884;35,51%;1024;39;985;215;21,83%;263;26,70%;253;25,69%;111;11,27%;5;0,51%;68;6,90%;17;1,73%;12;1,22%;41;4,16%;;;;;;
G40442;Schwand im Innkreis;732;39,62%;290;8;282;111;39,36%;35;12,41%;58;20,57%;35;12,41%;5;1,77%;17;6,03%;3;1,06%;5;1,77%;13;4,61%;;;;;;
G40443;Tarsdorf;1622;34,09%;553;18;535;220;41,12%;64;11,96%;126;23,55%;58;10,84%;0;0,00%;36;6,73%;10;1,87%;6;1,12%;15;2,80%;;;;;;
G40444;Treubach;591;39,26%;232;9;223;112;50,22%;8;3,59%;65;29,15%;21;9,42%;2;0,90%;7;3,14%;4;1,79%;1;0,45%;3;1,35%;;;;;;
G40445;Überackern;452;38,50%;174;9;165;65;39,39%;34;20,61%;38;23,03%;14;8,48%;0;0,00%;6;3,64%;1;0,61%;2;1,21%;5;3,03%;;;;;;
G40446;Weng im Innkreis;1151;40,57%;467;18;449;163;36,30%;66;14,70%;139;30,96%;28;6,24%;2;0,45%;37;8,24%;0;0,00%;5;1,11%;9;2,00%;;;;;;
G40499;Wahlkarten - Braunau am Inn;0;;3223;64;3159;782;24,75%;714;22,60%;524;16,59%;546;17,28%;17;0,54%;320;10,13%;37;1,17%;71;2,25%;148;4,69%;;;;;;
G40500;Eferding;25583;49,36%;12627;463;12164;3611;29,69%;2856;23,48%;2715;22,32%;1473;12,11%;57;0,47%;779;6,40%;84;0,69%;218;1,79%;371;3,05%;;;;;;
G40501;Alkoven;4454;48,90%;2178;69;2109;467;22,14%;663;31,44%;466;22,10%;235;11,14%;11;0,52%;164;7,78%;11;0,52%;34;1,61%;58;2,75%;;;;;;
G40502;Aschach an der Donau;1650;49,45%;816;30;786;184;23,41%;218;27,74%;187;23,79%;119;15,14%;2;0,25%;39;4,96%;3;0,38%;9;1,15%;25;3,18%;;;;;;
G40503;Eferding;2888;37,67%;1088;23;1065;314;29,48%;262;24,60%;212;19,91%;144;13,52%;5;0,47%;66;6,20%;7;0,66%;28;2,63%;27;2,54%;;;;;;
G40504;Fraham;1854;42,39%;786;33;753;172;22,84%;209;27,76%;186;24,70%;85;11,29%;1;0,13%;52;6,91%;5;0,66%;18;2,39%;25;3,32%;;;;;;
G40505;Haibach ob der Donau;1090;42,57%;464;22;442;181;40,95%;108;24,43%;53;11,99%;65;14,71%;0;0,00%;19;4,30%;3;0,68%;3;0,68%;10;2,26%;;;;;;
G40506;Hartkirchen;3347;43,23%;1447;66;1381;472;34,18%;268;19,41%;308;22,30%;160;11,59%;11;0,80%;71;5,14%;8;0,58%;22;1,59%;61;4,42%;;;;;;
G40507;Hinzenbach;1580;48,61%;768;30;738;214;29,00%;175;23,71%;202;27,37%;67;9,08%;1;0,14%;38;5,15%;5;0,68%;15;2,03%;21;2,85%;;;;;;
G40508;Prambachkirchen;2244;44,79%;1005;42;963;395;41,02%;163;16,93%;211;21,91%;87;9,03%;7;0,73%;53;5,50%;13;1,35%;16;1,66%;18;1,87%;;;;;;
G40509;Pupping;1570;45,80%;719;29;690;207;30,00%;135;19,57%;180;26,09%;93;13,48%;3;0,43%;41;5,94%;4;0,58%;11;1,59%;16;2,32%;;;;;;
G40510;Sankt Marienkirchen an der Polsenz;1854;47,14%;874;43;831;284;34,18%;159;19,13%;199;23,95%;95;11,43%;1;0,12%;51;6,14%;5;0,60%;10;1,20%;27;3,25%;;;;;;
G40511;Scharten;1728;50,93%;880;21;859;214;24,91%;198;23,05%;243;28,29%;105;12,22%;1;0,12%;53;6,17%;10;1,16%;19;2,21%;16;1,86%;;;;;;
G40512;Stroheim;1324;40,26%;533;34;499;209;41,88%;56;11,22%;109;21,84%;58;11,62%;6;1,20%;33;6,61%;3;0,60%;4;0,80%;21;4,21%;;;;;;
G40599;Wahlkarten - Eferding;0;;1069;21;1048;298;28,44%;242;23,09%;159;15,17%;160;15,27%;8;0,76%;99;9,45%;7;0,67%;29;2,77%;46;4,39%;;;;;;
G40600;Freistadt;52983;51,66%;27372;1327;26045;9412;36,14%;5900;22,65%;4269;16,39%;3391;13,02%;163;0,63%;1518;5,83%;380;1,46%;413;1,59%;599;2,30%;;;;;;
G40601;Freistadt;5893;44,24%;2607;104;2503;669;26,73%;634;25,33%;473;18,90%;417;16,66%;32;1,28%;150;5,99%;23;0,92%;44;1,76%;61;2,44%;;;;;;
G40602;Grünbach;1511;45,47%;687;26;661;248;37,52%;107;16,19%;158;23,90%;71;10,74%;13;1,97%;34;5,14%;6;0,91%;11;1,66%;13;1,97%;;;;;;
G40603;Gutau;2199;41,43%;911;35;876;324;36,99%;275;31,39%;99;11,30%;89;10,16%;6;0,68%;41;4,68%;6;0,68%;10;1,14%;26;2,97%;;;;;;
G40604;Hagenberg im Mühlkreis;2221;44,89%;997;45;952;206;21,64%;230;24,16%;182;19,12%;167;17,54%;2;0,21%;78;8,19%;30;3,15%;30;3,15%;27;2,84%;;;;;;
G40605;Hirschbach im Mühlkreis;952;55,15%;525;20;505;241;47,72%;99;19,60%;49;9,70%;78;15,45%;1;0,20%;17;3,37%;7;1,39%;2;0,40%;11;2,18%;;;;;;
G40606;Kaltenberg;504;59,13%;298;23;275;174;63,27%;10;3,64%;51;18,55%;16;5,82%;3;1,09%;13;4,73%;4;1,45%;2;0,73%;2;0,73%;;;;;;
G40607;Kefermarkt;1651;44,70%;738;38;700;246;35,14%;179;25,57%;107;15,29%;92;13,14%;1;0,14%;45;6,43%;6;0,86%;8;1,14%;16;2,29%;;;;;;
G40608;Königswiesen;2572;45,45%;1169;69;1100;508;46,18%;200;18,18%;209;19,00%;82;7,45%;7;0,64%;51;4,64%;22;2,00%;9;0,82%;12;1,09%;;;;;;
G40609;Lasberg;2285;47,57%;1087;56;1031;433;42,00%;183;17,75%;141;13,68%;153;14,84%;9;0,87%;55;5,33%;19;1,84%;11;1,07%;27;2,62%;;;;;;
G40610;Leopoldschlag;848;55,07%;467;32;435;238;54,71%;45;10,34%;72;16,55%;42;9,66%;2;0,46%;23;5,29%;2;0,46%;3;0,69%;8;1,84%;;;;;;
G40611;Liebenau;1390;48,35%;672;40;632;316;50,00%;128;20,25%;103;16,30%;26;4,11%;3;0,47%;26;4,11%;6;0,95%;5;0,79%;19;3,01%;;;;;;
G40612;Neumarkt im Mühlkreis;2534;49,13%;1245;48;1197;404;33,75%;266;22,22%;205;17,13%;168;14,04%;10;0,84%;64;5,35%;12;1,00%;34;2,84%;34;2,84%;;;;;;
G40613;Pierbach;802;43,02%;345;17;328;145;44,21%;53;16,16%;63;19,21%;28;8,54%;3;0,91%;12;3,66%;8;2,44%;4;1,22%;12;3,66%;;;;;;
G40614;Pregarten;4196;45,64%;1915;96;1819;500;27,49%;522;28,70%;330;18,14%;236;12,97%;10;0,55%;126;6,93%;33;1,81%;32;1,76%;30;1,65%;;;;;;
G40615;Rainbach im Mühlkreis;2329;44,10%;1027;37;990;469;47,37%;207;20,91%;115;11,62%;88;8,89%;2;0,20%;66;6,67%;24;2,42%;6;0,61%;13;1,31%;;;;;;
G40616;Sandl;1167;50,73%;592;45;547;167;30,53%;169;30,90%;80;14,63%;62;11,33%;1;0,18%;27;4,94%;15;2,74%;3;0,55%;23;4,20%;;;;;;
G40617;Sankt Leonhard bei Freistadt;1147;47,60%;546;41;505;210;41,58%;130;25,74%;83;16,44%;35;6,93%;1;0,20%;27;5,35%;4;0,79%;9;1,78%;6;1,19%;;;;;;
G40618;Sankt Oswald bei Freistadt;2259;37,63%;850;41;809;284;35,11%;224;27,69%;141;17,43%;78;9,64%;4;0,49%;28;3,46%;18;2,22%;6;0,74%;26;3,21%;;;;;;
G40619;Schönau im Mühlkreis;1568;53,64%;841;54;787;337;42,82%;130;16,52%;158;20,08%;83;10,55%;6;0,76%;40;5,08%;10;1,27%;10;1,27%;13;1,65%;;;;;;
